name,sold,price,date
Lenovo Ideapad Gaming L340 15 i5 9300 8GB 256ssd GTX1650 4GB W10 15.6,2,10.999.000,2021-01-18
Lenovo Yoga 520 Prid W10 ( i3 - 7020 | 8GB | 1TB | Mx130 2GB | 14 TS ),4,9.099.000,2021-01-18
Lenovo Ideapad Flex 5 2RID i7-1165G7 16GB 512GB Irish Xe Win10 14 FHD,4,15.799.000,2021-01-18
"Lenovo Yoga 520-14IKB (i7-8550U/8GB/1TB+128GB/MX130 2GB/Win10/14""/2Yr)",1,14.350.000,2021-01-18
Lenovo Ideapad 320-14ISK,10,6.650.000,2021-01-18
Lenovo Ideapad 330 14AST AMD A9-9425 1TB,6,5.700.000,2021-01-18
"ACER ASPIRE 3 SLIM A314-22 - ATHLON 3050U - 4GB - 256GB SSD  - 14"" - WIN10 - OFFICE HOME STUDENT",194,5.699.000,2021-01-18
Lenovo Yoga 7-14ITL5-27ID - Grey [i7 1165G7-16GB-SSD1TB-W10-OHS],2,18.499.000,2021-01-18
Lenovo Ideapad 5-14IIL05-K6ID I5-1035G1 8GB 512 SSD MX330 2GB IPS OHS,24,11.899.000,2021-01-18
"LENOVO ideapad Slim 3i - i5-1035G1|512GB SSD|8GB|MX330 2GB|14""FHD|W10",2,10.099.000,2021-01-18
Notebook Dell Inspiron 5391 - Core i5,15,12.776.500,2021-01-18
LENOVO ideapad L340 15IRH 81LK011UID i7 9750HF 8GB 512GB GTX 1650 W10,2,13.599.000,2021-01-18
Lenovo Ideapad 730s 13iWL i7 8565 8GB 256ssd W10 13.3FHD,16,11.299.000,2021-01-18
LENOVO Yoga Slim 7 BHID AMD Ryzen 5-4500U 16GB 512SSD 14.0 FHD W10 OHS,4,13.100.000,2021-01-18
Lenovo Ideapad Flex 5 - Core i7-1065G7|16GB|1TB|MX330 2GB|Touch 360°,4,17.299.000,2021-01-18
LENOVO Yoga Slim 7 14IIL AMD Ryzen 7-4800U 16GB 1TB SSD W10+OHS,12,16.999.000,2021-01-18
Lenovo Ideapad Flex 5 14IIL05-6AID - Grey [i7-1065G7-16GB-1TB-W10-OHS],1,16.599.000,2021-01-18
Lenovo Yoga 6 13 2in1 Touch Ryzen Pro 5 4650 8GB 256ssd Vega7 W10 13.3FHD,10,11.699.000,2021-01-18
LENOVO Yoga Slim 7 14ARE05 Ryzen 5 4500U 16GB 512GB SSD Win10 + OHS,18,13.999.900,2021-01-18
LENOVO Yoga C640-13IML i7-10510U/16GB/512GB/W10H/OHS2019 - Abu-abu,2,16.449.000,2021-01-18
"LENOVO Yoga Slim 7i Carbon i5-1135G7 512GB 8GB Intel Iris Xe 13.3"" QHD",9,15.999.000,2021-01-18
"Lenovo Ideapad 130 14""",77,5.000.000,2021-01-18
Lenovo Ideapad 130 - i3 6006 RAM 4GB 1TB 15 INCH DVD RW DOS,3,5.500.000,2021-01-18
Notebook Dell Inspiron 3593 [Ci3-1005G1-4-256-UMA-W10-BLK],4,6.998.888,2021-01-18
Lenovo IdeaPad S145-14IKB SSD 512GB,4,6.330.000,2021-01-18
"Lenovo IdeaPad Slim 3 / S340 - RYZEN 5-4500U 8GB 512GB W10 OHS 14""FHD",14,10.699.000,2021-01-18
Lenovo Yoga C940 2in1 4K UHD Touch i7 1065G7 16GB 512SSD+OPT 32GB W10,2,20.399.000,2021-01-18
Lenovo Yoga C940 15iRH 2in1 Touch i7 9750 12GB 512ssd GTX1650 4GB W10,9,18.499.000,2021-01-18
Motherboard Dell Inspiron 14 3421 Intel Core i5 VGA Nvidia,7,2.080.000,2021-01-18
Lenovo IdeaPad Slim 3 7SID | Ryzen 5 4500U 8GB 512SSD W10 14FHD,2,9.799.000,2021-01-18
Lenovo Yoga C940 15iRH 2in1 Touch i7 9750 12GB 512ssd GTX1650 4GB,2,17.999.000,2021-01-18
"Lenovo IdeaPad Slim 3 AMD 3020e 4GB 256GB SSD 14"" W10 OHS",159,5.550.000,2021-01-18
ACER ASPIRE 5 A514-51KG-36UX i3-7020U/4GB/1TB/MX230 2GB/Win 10,4,6.850.000,2021-01-18
"Lenovo IdeaPad Slim 3 Core i3 1005G1 4GB 256GB SSD 14"" FHD WIN10+OHS",3,7.780.000,2021-01-18
Lenovo Yoga C940 2in1 Touch i5 1035G4 8GB 256GB ssd W10 14.0 FHD,2,14.449.000,2021-01-18
Lenovo IdeaPad S145 Grey,3,7.700.000,2021-01-18
Lenovo IdeaPad IP3-PQID i3 1005G1/4GB/SSD512/WIN10+OHS,10,8.334.001,2021-01-18
MSI Notebook GF63 9RCX [9S7-16R312-622] - Black,8,12.899.000,2021-01-18
MSI Notebook GF63 9SCSR [9S7-16R412-883],2,11.499.000,2021-01-18
ASUS ROG ZEPHYRUS G14 AMD Ryzen 7 4800HS RAM 16GB GTX1650 4GB GA401IH,10,16.399.000,2021-01-18
"Lenovo IdeaPad Flex 5 AMD Ryzen 3 4300U 8GB 512SSD 14"" FHD IPS W10+OHS",7,9.949.000,2021-01-18
Lenovo Yoga S940 14iiL Touch i7 1065G7 16GB 512ssd W10 14.0,2,16.749.000,2021-01-18
"ACER ASPIRE 5 A514-53-3852|CORE I3 1005G1|4GB|512GB+32GB OPTANE|14""FHD",42,7.249.000,2021-01-18
"Lenovo IdeaPad Flex 5 INTEL i5 1035G1 Win10 8GB 512 SSD 14"" FHD Touch",1,12.999.000,2021-01-18
"Lenovo IdeaPad Flex 5 OHS i5-1035G1 Win10 8GB 512GB SSD 14""FHD WVA",1,12.999.000,2021-01-18
"ACER ASPIRE 5 A514-53 - i3-1005G1 8GB 512GB SSD + OPTANE 14"" WIN10 OHS",42,7.949.000,2021-01-18
"Lenovo Yoga Duet 7i 13IML 2in1 Touch i7-10510U 16GB 512GB ssd 13"" ADP",2,18.799.000,2021-01-18
"MSI Thin GF63 9SCSR i5-9300H GTX 1650Ti 8GB 256GB 15.6"" 9S7-16R412-883",42,12.700.000,2021-01-18
MSi MODERN 14 B11SB Core I5 1135G7 512GB SSD 8GB MX450 2GB Notebook,9,13.023.000,2021-01-18
Lenovo Yoga C940 2in1 touch 4K UHD i7 1065G7 16GB 1TBssd Win10 14,6,19.999.000,2021-01-18
"Lenovo IdeaPad Slim 3 Pentium Gold 6405U 4GB 256GB 81WA00CTID 14"" FHD",1,5.999.000,2021-01-18
Lenovo Yoga C940 14iiL 2in1 Touch i7 1065G7 16GB 1TBssd W10 14.0FHD,17,18.999.000,2021-01-18
Notebook Acer Aspire 2GB/500GB Second,10,2.199.000,2021-01-18
Lenovo IdeaPad Slim 5i 14IIL LSID| i5 1035G1 8GB 512GB MX330 W10 14FHD,6,11.299.000,2021-01-18
Notebook Acer Aspire One  2GB 320GB Second,649,1.599.000,2021-01-18
ASUS ROG ZEPHYRUS S GX531GX 9750H 16GB 1TB SSD RTX2080 144HZ BLACK,4,31.815.000,2021-01-18
"Lenovo IdeaPad Slim 5i Intel Core i5 1135G7 8GB 512ssd W10+OHS 14""FHD",6,10.699.000,2021-01-18
Lenovo Ideapad 1 14 AMD A6 4GB 128GB (64+64) Ati R4 W10 14.0 GRY,105,4.399.000,2021-01-18
"Lenovo Yoga C940 14iiL 2in1 Touch i7 1065G7 16GB 1TBssd W10 14"" FHD",26,19.499.000,2021-01-18
Lenovo Yoga C940 14iiL 2in1 Touch i7 1065G7 12GB 1TBssd W10 14.0FHD,2,18.199.000,2021-01-18
Lenovo Ideapad 110 intel Core i5/Ram 4gb/Hdd 1tb/vga 2gb/Win10,6,8.500.000,2021-01-18
Lenovo Ideapad 130 - AMD A4-9125 - 4GB - 500GB - WIN 10,4,4.100.000,2021-01-18
Notebook Dell Inspiron 11-3180 AMD A9-9420e RAM 4GB HDD 500GB,1,4.699.000,2021-01-18
Notebook Dell Inspiron 3168,7,4.050.000,2021-01-18
"ACER ASPIRE 3 Slim A314-22 AMD RYZEN 3-3250U 8GB SSD 512GB 14"" W10 OHS",34,7.699.000,2021-01-18
ASUS ROG ZEPHYRUS M15 GU502LU-I766C8T i7-10750H 512GB GTX1660Ti 6G W10,1,24.499.000,2021-01-18
Lenovo IdeaPad Slim 3 i5 1035G1/8GB/512 SSD/14/W10/OHS 81WD00PDID/PEID,4,10.080.000,2021-01-18
Lenovo IdeaPad Slim 3 | Ryzen 3 3250U 4GB 256SSD W10 14FHD OHS,16,7.379.000,2021-01-18
ASUS ROG ZEPHYRUS G14 R7-4800HS 16GB 512GB-SSD GTX1650-4GB WINDOWS-10,10,16.499.000,2021-01-18
Lenovo Yoga C940 14iiL 2in1 Touch i7 1065G7 16GB 1TBssd Win10 14.0FHD,30,18.999.000,2021-01-18
Lenovo IdeaPad Slim 3 IP3-14IIL05-PDID Black i5 1035G1 Win10,15,9.848.500,2021-01-18
Lenovo IdeaPad Slim 3i /i5-1035G1/8GB/512 GB SSD/MX330 2GB + OHS 2019,2,9.999.000,2021-01-18
"Lenovo IdeaPad Slim 3i 14IIL05 Core i5-1035G1 Nvidia MX330 8GB 512GB SSD 14"" FHD WIN10 81WD00PDID",1,9.758.000,2021-01-18
"ACER ASPIRE 5 A514 53 i3-1005G1/4GB/SSD512GB/14""FHD/WIN10-Magic Purple",10,7.498.000,2021-01-18
Lenovo IdeaPad Slim 3i i3 1005G1|8GB|512GB SSD|MX330 2GB|WIN10|FHD,2,8.399.000,2021-01-18
"NOTEBOOK DELL INSPIRON 14- 3493 C13-1005G1, 4GB, 256GB SSD, 14FHD, W10",2,7.299.000,2021-01-18
"NOTEBOOK DELL INSPIRON 3180/A9-9420/4GB/HDD 500GB/WIN 10/11.6""",2,4.500.000,2021-01-18
"NOTEBOOK DELL INSPIRON 5570-CI7-8550-8GB-2TB-VGA2GB-WIN HOME-15,6""INCH",8,12.585.000,2021-01-18
NOTEBOOK HP Pavilion 14 DV0065TX i5 1135G7 8GB 512 Win10+Office Silver,2,12.459.000,2021-01-18
Lenovo IdeaPad Slim 3i i5 1035G1|8GB|512GB SSD|MX330 2GB|WIN10|FHD,14,10.099.000,2021-01-18
Lenovo IdeaPad Slim 3i 0MID OHS Celeron N4020 Win10 4GB 256GB SSD 14,8,5.600.000,2021-01-18
LENOVO ideapad slim 3 core i5 1035G1 Ram 8GB SSD 512GB MX330 2GB RESMI,12,10.190.000,2021-01-18
"LENOVO YOGA S940 i7-1065G7 16GB 1TB SSD INTEL IRISH W10 14""FHD TOUCH",2,20.499.000,2021-01-18
"ASUS ZENBOOK UM425IA-AM701S RYZEN7-4700U|16GB|512GB SSD|14""FHD|W10+OHS",21,15.649.000,2021-01-18
DELL Inspiron 3470 SFF (Core i7-9700),4,14.710.000,2021-01-18
DELL Inspiron 3180-A9-UMA W10 - Grey [AMD A9 9420e|4GB DDR4|HD 500GB|1,2,4.975.000,2021-01-18
"DELL Inspiron 14-3493 i3 1005G1 4GB 256GB SSD 14""FHD WIN10",8,7.099.000,2021-01-18
"DELL Inspiron 14 5406 (Core i5-1135G7, 8GB, 512GB SSD) Titan Grey",1,14.500.000,2021-01-18
"DELL Inspiron 3493 (14"" Inch) Core i5-1035G1/4GB/1TB/VGA 2GB/WIN10HSL",15,8.650.000,2021-01-18
DELL INSPIRON G3 (3579) LOKI I5-8300H-4GB-1TB-W10,1,10.950.000,2021-01-18
DELL INSPIRON 7577 Core i7 7700/RAM 16GB/SSD256+1TB/GTX1060 MAX-Q 6GB,2,15.000.000,2021-01-18
"DELL INSPIRON 5583 i5-8265u , 8GB , 2TB , VGA 2GB , WIN10HSL , 1 TAHUN",2,9.550.000,2021-01-18
DELL INSPIRON 3480 i5-8265U-4GB-1TB-WIN10-14HD,6,7.930.000,2021-01-18
DELL Inspiron 14 (5459) i5-6200U - HDD 500GB - UBT,3,7.899.000,2021-01-18
DELL INSPIRON 15 - i7 7700HQ/ 16GB/ 128GB SSD + 500GB/ GTX1050Ti 4GB,4,16.100.000,2021-01-18
DELL Inspiron 3580 Intel Core i7-8565U/8GB/2TB/VGA 2GB/WIN10HSL,6,11.800.000,2021-01-18
DELL Inspiron 5502 Intel Core i5-1135G7/8GB/512GB SSD/VGA/W10HSL/1YR,1,13.300.000,2021-01-18
ASUS ZENBOOK Q407IQ BR5N4 R5 4500 8GB 256SSD MX350 2GB FHD W10,4,11.499.000,2021-01-18
DELL Inspiron 5480 Intel Core i5-8265U/8GB/256GB SSD/VGA 2GB/Win10HSL,2,10.500.000,2021-01-18
DELL Inspiron 5480 Intel Core i5-8265U/4GB/1TB/VGA Intel UHD/Win10HSL,14,9.100.000,2021-01-18
DELL Inspiron 5406 2 in 1 [Core i7-1165G7-8GB-512GBSSD-NVD-W10HSL] + O,12,15.500.000,2021-01-18
DELL Inspiron 3579 G3 15 Core i5-8300H 8GB 1TB VGA GTX 1050 Win10HSL,10,11.700.000,2021-01-18
DELL Inspiron 5402 i7 1165G7 16GB 512SSD VGA2GB WIN10 1YR OFFICE 2019,4,15.950.000,2021-01-18
DELL Inspiron 3671 Intel Core i3-9100/8GB/1TB/DVDRW/DOS + E2016HV,1,7.250.000,2021-01-18
DELL Inspiron 3670 Intel Core i5-9400/8GB/1TB/DVDRW/WIN10HSL + E2016HV,4,9.800.000,2021-01-18
"DELL Inspiron 3670 Intel Core i5-8400/8GB/1TB/VGA/Wind10HSL/1YR+19.5""",24,11.000.000,2021-01-18
ASUS ZENBOOK UM425IA RYZEN 7-4700U-16GB-SSD 512GB-14”-WIN10 NUMPAD,5,15.649.000,2021-01-18
"DELL Inspiron 3585 15.6"" 8GB Ryzen 5 VGA Radeon V8 1TB+256GB SSD W10H",7,8.900.000,2021-01-18
ASUS ZENBOOK UX433FAC A501T i5 10210U 8GB 512ssd W10 14FHD,3,14.200.000,2021-01-18
DELL Dell Inspiron 3473 Notebook - Hitam,33,6.000.000,2021-01-18
DELL Battery Inspiron 7460,3,2.350.000,2021-01-18
Asus Vivobook A412FL INTEL CORE i5 10210U Nvidia MX250 2GB HDD1TB RAM 4GB Windows 10 Original,64,10.599.000,2021-01-18
Asus Vivobook A412FA Pentium Gold N5405 4GB 1TB 14HD Win10,4,6.099.000,2021-01-18
Asus Vivobook A409JB BV351TS/BV352TS i3 1005G1 4GB 512ssd MX110 4GB W10+OHS 14.0 Blit,4,7.999.000,2021-01-18
ASUS TUF Gaming A15 FX506II-R75TB6T Ryzen 7-4800H 8GB 512GB GTX1650Ti,15,15.799.000,2021-01-18
Asus Vivobook A409JA-EK351FHD i3-1005G1 4GB 512GB Win10,9,7.499.000,2021-01-18
"Asus VivoBook M409DA - AMD Ryzen 5-3500U|8GB|1000GB|Vega 8|14"" Slim",5,8.749.000,2021-01-18
ASUS TUF Gaming A15 FX506II R7-4800H 8GB 512GB GTX1650TI IPS 144Hz W10,28,15.999.000,2021-01-18
Asus TUF Gaming A15 FX506IV Ryzen 7 4800H 16GB 1TB SSD RTX2060 6GB W10,12,18.499.000,2021-01-18
Asus TUF FX506iV Ryzen 7 4800 16GB 512ssd RTX2060 6GB W10 15.6FHD,26,17.399.000,2021-01-18
Asus VivoBook Max X441,21,5.000.000,2021-01-18
ASUS TUF Gaming A15 FX506II-R75TB6T-O Fortress Gray,5,16.799.000,2021-01-18
"ASUS Zenbook UM425IA AM501S Ryzen 5 4500 8GB 512SSD VEGA6 W10+OHS 14""",12,12.699.000,2021-01-18
Asus Zenbook Duo UX481FA i5 10210U Ram 8GB SSD 512GB Not UX481FL i7,5,17.050.000,2021-01-18
CPU DELL Inspiron 3471 SFF Core i3-9100 8GB 1TB W10HSL 1YR,24,6.950.000,2021-01-18
ASUS TUF Gaming A15 FX506LI Intel Core i5-10300H GTX1650Ti-4GB Black,3,12.425.000,2021-01-18
Asus rog,56,10.000.000,2021-01-18
Asus Zenbook UX431FL - i7 10510U 8GB 512ssd MX250 2GB WINDOWS 10,69,14.199.000,2021-01-18
Asus Zenbook UX333FAC-A501T/A5012T i5 10210 8GB 512ssd 13.3FHD NumPad,2,13.399.000,2021-01-18
ASUS ZenBook Flip UX461FN i5-8265U 8GB 512GB SSD MX150 2GB W10,2,13.700.000,2021-01-18
ASUS ZenBook UX325JA-BM502T,1,14.299.000,2021-01-18
"Asus Zenbook UX325EA-EG552TS i5-1135G7 8GB 512GB SSD 13"" FHD Win10 OHS",9,14.925.000,2021-01-18
Asus Zenbook Q407iQ Ryzen 5 4500 8GB 256ssd MX350 2GB 14FHD W10 - 256GB,15,10.799.000,2021-01-18
Asus Zenbook Flip UM462DA-AI701T AMD R7 3700U 8Gb 512GB Radeon Vega 1,32,14.349.000,2021-01-18
Asus Zenbook Duo UX481FA | i7 10510 8GB 512ssd 14 FHD Win10 SPad Touch,28,19.699.000,2021-01-18
DELL Inspiron 5593 Core i5-1035G1 8GB 512GB SSD VGA 2GB WIN10HSL,4,11.200.000,2021-01-18
DELL Inspiron 7391 2 in 1 4K UHD Core i7-10510U/16GB/512SSD/W10HSL/1YR,1,22.950.000,2021-01-18
DELL Inspiron 7391 i7-10510u 16GB 512SSD W10pro,2,26.500.000,2021-01-18
DELL Inspiron 7588 G7 15 Core i5-8300H/8GB/1TB/VGA 4GB/Win10HSL,2,11.700.000,2021-01-18
HP PAVILION GAMING 15 Ryzen 5 4600H 512 GB 16GB GTX 1650 144Hz W10+OHS,301,12.999.000,2021-01-18
"HP PAVILION 14 x360 i3-1005U 8GB 128GB SSD WIN10 14""FHD TOUCH",1,8.299.000,2021-01-18
HP Omen 15 en0013AX - Amd Ryzen 7 4800H 16GB 512ssd RTX2060 6GB W10,6,24.500.000,2021-01-18
ASUS VIVOBOOK F412DA Ryzen 7 3700 8GB 512GB-SSD Vega10 W10 14.0FHD,12,10.399.000,2021-01-18
"ASUS VIVOBOOK FLIP TM420IA - RYZEN 3-4300U - 8GB - 256GB SSD - 14""FHD TOUCHSCREEN - WIN10 - OFFICE",12,9.799.000,2021-01-18
HP Envy 15 ep0016TX 4K UHD OLED i7 10510 16GB 1TBssd RTX2060 6GB,12,28.999.000,2021-01-18
"ASUS VIVOBOOK A409JA - I3-1005G1 4GB 512GB 14"" FHD W10 KB BACKLIT OHS",6,8.499.000,2021-01-18
"ASUS VIVOBOOK A409JA - I3-1005G1 4GB 1TB 14"" FHD W10 KB BACKLIT OHS",12,8.499.000,2021-01-18
"ASUS VIVOBOOK K413EQ - i5-1135G7 - 8GB - 512GB SSD - NVIDIA MX350 2GB - 14""FHD - WIN10 - OFFICE",725,12.099.000,2021-01-18
HP Envy 13 ba1033TX Touch GeForce® MX450 - i7 1165G7 16GB 512ssd - Gold,9,20.399.000,2021-01-18
ASUS VIVOBOOK M409BA-BV421T/BV422T|A4-9125/4GB/256GB SSD/Win 10,8,6.075.000,2021-01-18
"ASUS VIVOBOOK M413DA - RYZEN 3-3250U 8GB 512GB SSD VEGA 3 WIN10 14""FHD",14,8.995.000,2021-01-18
ASUS VIVOBOOK S433EQ i7-1165G7 512GB SSD 8GB MX350 2GB Win10+OHS,38,15.399.000,2021-01-18
ASUS VIVOBOOK TM420IA EC551TS RYZEN 5 4500U RAM8GB SSD512GB 14FHD TOUCHSCREEN WINDOWS + OFFICE,12,12.299.000,2021-01-18
ASUS VIVOBOOK FLIP TP412FA-8145U-4GB-128GB-WIN10HOME STAR GREY,2,7.980.000,2021-01-18
HP PAVILION GAMING 15-DK1064TX i5-10300H 8GB 512GB RTX2060 6GB 144Hz - NON BUNDLING,64,15.542.000,2021-01-18
"HP PAVILION X360 14-DH1001TX i3-10110U 8GB DDR4 512GB SSD MX130 2GB 14""FHD IPS TOUCH W10+OHS",4,10.499.000,2021-01-18
ASUS VIVOBOOK A442U / CORE I5-8250 / DUAL VGA / RAM 4GB / 8GB,5,7.150.000,2021-01-18
"ASUS VIVOBOOK A412FA I3-8145U 4GB 512GB SSD 14"" FHD WIN10",4,7.999.000,2021-01-18
ASUS VIVOBOOK A409MA/4GB/256GB SSD/INTEL N4000,18,5.999.000,2021-01-18
HP Pavilion x360 Convertible 14-dh1052TX 1A252PA,3,13.530.000,2021-01-18
HP Pavilion X360 14-dh1001TX dh1033TX -i3 10110 8GB 512ssd MX250 +OHS,120,8.999.000,2021-01-18
HP Pavilion Gaming 15 ec1077AX - 144Hz AMD Ryzen 5 4600 16GB 512ssd GTX1650 4GB W10+OHS 15.6FHD,19,12.999.000,2021-01-18
"ASUS VIVOBOOK A412FA-EK54052T|Intel 5405U/4GB/512GB SSD/14"" FHD",48,7.075.000,2021-01-18
ASUS VIVOBOOK A416JA BV351TS/BV352TS I3-1005G1 512SSD 4GB WIN10+OHS19,16,8.339.000,2021-01-18
HP Pavilion 14 i7 1165G7 8GB 512ssd MX450 2GB W10 dv0067TX/dv0068TX,18,13.999.000,2021-01-18
"HP Pavilion 14 dv0065TX i5 1135G7 8gb 512ssd MX450 2GB 14""FHD W10+OHS",35,11.999.000,2021-01-18
ASUS VIVOBOOK A416JA INTEL CORE i3 1005G1 RAM8GB HDD1TB WINDOWS 10+OFFICE ORIGINAL,740,7.329.000,2021-01-18
Asus TUF FX506Li i5 10300 8GB 256ssd GTX1650Ti W10 15.6FHD,10,11.999.000,2021-01-18
Gaming MSI GF63 9RCX 623ID i5 9300H 8GB 256ssd GTX1050Ti 4GB W10 FHD,54,11.000.000,2021-01-18
Dell inspiron G7 15-7590 i7-9750H 16GB 1TB+256SSD RTX2060 W10H + OHS,5,28.800.000,2021-01-18
"ASUS VIVOBOOK 14 K413EQ i7-1165G7 8GB 512GB MX350 2GB 14"" FHD W10 OHS",20,13.820.000,2021-01-18
Dell Inspiron 14 3481 | 4GB Ram | 1TB HDD | Intel HD 620 | I3 - 7020,2,6.500.000,2021-01-18
Dell Inspiron 14 3459 Core I5 Gen 6 / RAM 6GB / VGA Radeon R5 Vram 2GB,2,5.500.000,2021-01-18
"Dell Inspiron 13-5370 Ci5-8250U-4Gb-256Gb SSD-Rad 530 2Gb -13.3""-Win10",10,10.825.000,2021-01-18
ASUS ZENBOOK 14-RYZEN 5-4500U-8GB-256GB SSD-MX350-2GB-14 FHD-WIN10HOME,3,11.720.000,2021-01-18
Dell Inspiron 14 3493 Core i5 Gen10 8GB 1TB win10,4,8.700.000,2021-01-18
DELL inspiron 3593 Intel core I7-1065G7 8GB 1TB VGA 2GB WIN10HSL 1Yr,5,11.950.000,2021-01-18
"ASUS ZENBOOK DUO UX481FA-BM036T i5-10210U 8GB 512B SSD 14"" FHD WIN10",208,19.899.000,2021-01-18
DELL LATITUDE 7300 / CORE I7 / WINDOWS 10 PRO / 2 VARIAN / 3TAHUN - CORE I5,6,19.100.000,2021-01-18
DELL Inspiron Desktop 3668 Core i5-7400 VGA Invidia+Win10SL,2,9.950.000,2021-01-18
Dell Inspiron 14 5485 2in1 Touch | Ryzen 7 3700 8GB 512ssd W10 14FHD,4,10.699.000,2021-01-18
ASUS VIVOBOOK 14 M409DA-EK301T Ryzen 3 3200 4GB 1TB Vega 3 W10 14.0FHD,42,7.299.000,2021-01-18
ASUS VivoBook K413FQ EB703TIPS I7-10510U/8GB/512GB SSD/2GB MX350 IPS,18,13.547.000,2021-01-18
Dell Inspiron one 3059 Intel Core i3-6100U,8,8.129.000,2021-01-18
Dell Inspiron N5370/I3-8130u/4GB/128GB/Win10Home/1Yr,18,8.300.000,2021-01-18
Dell Inspiron Desktop G5 5000 Intel Core i7 Gaming,4,26.500.000,2021-01-18
Dell Inspiron 5490/i7 1051u /14 inch/8 gb ( 4gb x1 + 4 gb onboard) win,1,13.988.500,2021-01-18
ASUS VIVOBOOK 14 K413FQ Intel i5-10210U 8GB 512GB MX350 2GB W10,14,12.499.000,2021-01-18
Dell Inspiron 3671 i7-9700 16GB 2x8GB 256GB SSD + 1TB SATA E2219HN,6,17.225.000,2021-01-18
Dell Inspiron 3671 MT Ci5-9400 8GB 1TB Win10 Led 19 Inch,12,8.700.000,2021-01-18
"Dell Inspiron 3670 i7 9700 1TB 8GB DVD WF+BT WIN 10 HOME 20""",12,12.900.000,2021-01-18
"ASUS Vivobook Flip TP401MA 2in1 Intel N4020 4GB 256SSD W10+OHS 14""",14,6.999.000,2021-01-18
"Dell Inspiron 3476 i5-8250U,4GB,1TB,VGA,Win 10",42,8.750.000,2021-01-18
"Dell Inspiron 3476 - i5 8250 4GB 1TB DVD VGA 2GB WIN10 14""",4,8.799.000,2021-01-18
"Dell Inspiron 3180--AMD A9-9420-4GB-500GB-11.6""-Grey-Resmi",8,4.199.000,2021-01-18
Asus TUF FX506LU I766B6T-O i7-10870 8GB 512gb GTX1660Ti 4GB 144hz OHS Win 10,498,18.974.000,2021-01-18
DELL Inspiron 11-3168-DRAX Celeron -W10-Touch,8,4.200.000,2021-01-18
Asus TUF FX506IV-R7R6B6T Ryzen 7 4800H 8GB 512ssd RTX2060 6GB 15.6FHD,2,19.499.000,2021-01-18
Asus ROG G531GV HERO Strix 3 Gen 9 RTX 2060/ Alienware M15 Y740 Y540,42,25.999.000,2021-01-18
Asus ROG G531GT Core I7-9750H Ram 8GB SSD 512GB GTX1650 4GB WIN 10,8,16.350.000,2021-01-18
Asus ROG G531GD-I505G3T- i5-9300H- 8GB- 512GB NVME- GTX1050-4GB- Win,6,13.999.025,2021-01-18
Asus ROG FX504GE TUF Gaming i7 GDDR5X 1050 Ti/ GL503GE GL553VD GL553VE,68,12.850.000,2021-01-18
Acer Aspire 5 A514 Intel Corei5-1021U|4GB| 1TB| Nvidia 2Gb| Win10,9,8.700.000,2021-01-18
ASUS TUF GAMING FX505GT-I565B6T,3,12.499.000,2021-01-18
Acer aspire E5-475G/Core i5-7200U/Ram 4G/Nvidia Geforce 940mx GDDR5,4,6.350.000,2021-01-18
ASUS TUF GAMING FX504GE Core i7 8750/RAM8GB/SSD240GB+HDD1TB/GTX 1050Ti,4,11.700.000,2021-01-18
Acer Aspire 5 A514 i5 10210 4GB HDD 1TB MX350 2GB W10 14.0,42,8.399.000,2021-01-18
Asus A407MA - N4000 - 4GB RAM - 1TB HDD - ASUS VIVOBOOK A407MA - Gold,96,5.100.000,2021-01-18
Acer Aspire 5 14 Inch 4/512GB A514 Intel Core i3 Windows 10 Resmi,2,7.289.000,2021-01-18
Acer Aspire 3 Slim A314 Ryzen 5 3500 8GB 512ssd W10+OHS 14.0FHD BLK,11,8.199.000,2021-01-18
"Acer Aspire 3 Slim A314-22 AMD Athlon 3050U 4GB 1TB HDD 14"" W10 OHS",102,5.299.000,2021-01-18
Acer Aspire 3 Slim A314-22-R1KF AMD Athlon 3050U 4GB/256GB SSD FHD W10 OHS,21,5.499.000,2021-01-18
Asus ROG GU502LV I7R6C8T Zephyrus M15 i7 10750 16GB 1TBssd RTX2060 6GB,4,30.999.000,2021-01-18
Asus ROG TERTIPIS Zephyrus S GX531GX corei7gen8 16gb/512gb GTX1060 6g,2,21.500.000,2021-01-18
Acer Swift 3 SF314-56G-78FB i7 8565U 8GB 1TB MX250 2GB,7,12.800.000,2021-01-18
Acer Predator Nitro 5,6,12.199.000,2021-01-18
Acer Nitro 7 AN715-51-74NA i7-9750H 144Hz GTX 1660Ti RAM 8GB 512GB,22,15.492.000,2021-01-18
Acer NITRO 5 AN515-55 58X3 i5-10300H 8GB 512GB GTX1650Ti FHDIPS 144Hz,12,12.899.000,2021-01-18
"Acer Aspire AXC-780 (i3-6100, 4gb RAM,1TB HDD,DOS, GT720)",2,6.700.000,2021-01-18
"Acer Aspire 5 A514-53-3852 [i3-1005G1/4GB/512SSD/14""/Win10+Office]",14,7.273.000,2021-01-18
Acer Aspire 5 A514-52G i5-10210U 8GB MX250 512GB NVMe 14FHD IPS Office,6,11.299.000,2021-01-18
Acer Swift 3 Infinity 3 SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],9,16.999.000,2021-01-18
"Acer Aspire 5 A514-53 i3-1005G1 4GB 512 + Intel Optane 14"" FHD W10+OHS",6,7.475.000,2021-01-18
